id,output
198,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (DRINKTYPE tuna ) ) )
199,(ORDER (PIZZAORDER (STYLE one ) (TOPPING chicken ) (TOPPING onions ) ) )
200,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING mushroom ) (TOPPING pesto ) ) (NOT (TOPPING pepperoni ) ) )
201,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING ham ) (TOPPING bacon ) (TOPPING extra ) (TOPPING cheese ) ) )
202,(ORDER (DRINKORDER (NUMBER three ) (SIZE medium ) (DRINKTYPE fantas ) (DRINKTYPE two ) (DRINKTYPE pepsis ) ) (DRINKORDER (NUMBER one ) (SIZE large ) (DRINKTYPE doctor ) (DRINKTYPE pepper ) ) )
203,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING peppers ) (TOPPING sausage ) ) )
204,(ORDER (DRINKORDER (NUMBER two ) (SIZE large ) sausage ) (DRINKORDER (NUMBER two ) (SIZE medium ) (DRINKTYPE pepperoni ) ) (PIZZAORDER (NUMBER medium ) (SIZE hawaiian ) ) )
205,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING chicken ) (TOPPING onions ) ) (NOT (TOPPING pesto ) ) )
206,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) (TOPPING peppers ) (TOPPING ham ) ) )
207,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING pepperoni pineapple along ) ) )
208,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING sausage onions ) olives ) )
209,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE mushroom thin crust ) (NOT (TOPPING pepperoni ) ) ) )
210,(ORDER (DRINKORDER (DRINKTYPE dr ) (PIZZAORDER peppers ) ) (DRINKORDER (NUMBER five ) (SIZE medium ) (DRINKTYPE diet ) cokes ) )
211,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING thin crust ) (TOPPING ham ) ) (NOT (TOPPING peppers ) ) )
212,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) (TOPPING lettuce ham ) ) (TOPPING bacon ) )
213,(ORDER (DRINKORDER (NUMBER like ) (SIZE a ) (SIZE small ) (STYLE supreme ) ) (DRINKORDER (NUMBER a ) (SIZE two ) (SIZE liter ) (DRINKTYPE coke ) ) )
214,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING pepperoni ) ) )
215,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING extra cheese ) (TOPPING green ) peppers ) )
216,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushroom ) (TOPPING bacon ) ) (TOPPING tuna ) )
217,(ORDER (PIZZAORDER (NUMBER like ) (SIZE one ) (SIZE extra large ) (TOPPING pepperoni ) (TOPPING italian sausage ) (TOPPING extra ) cheese ) )
218,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium ) (TOPPING mushrooms ) (TOPPING tuna ) ) )
219,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING onions ) (TOPPING tuna ) ) (NOT (TOPPING pineapple ) ) )
220,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small pepper ) (TOPPING pesto ) (TOPPING extra cheese ) ) (DRINKORDER (NUMBER a ) ) (DRINKTYPE pepsi ) )
221,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING olives ) (TOPPING chicken ) ) )
222,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING tuna ) ) )
223,(ORDER (DRINKORDER (NUMBER five ) (SIZE large ) (DRINKTYPE fantas ) (DRINKTYPE two ) (DRINKTYPE pepsis ) ) (DRINKORDER (NUMBER one ) (DRINKTYPE coke ) ) )
224,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING ham ) ) )
225,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING bacon ) (TOPPING pesto ) ) )
226,(ORDER (DRINKORDER (NUMBER two ) (SIZE pepsis six ) (SIZE medium ) (DRINKTYPE fantas ) ) (DRINKORDER (NUMBER six ) (SIZE medium ) (DRINKTYPE cokes ) ) )
227,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pepperoni ) (TOPPING chicken ) ) (TOPPING cheese ) )
228,(ORDER (PIZZAORDER (NUMBER like ) (SIZE one ) (SIZE large ) (TOPPING bacon pepperoni ) ) (TOPPING pineapple ) )
229,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING mushrooms ) (STYLE thin crust ) ) )
230,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING bacon ) ) (NOT (TOPPING pineapple ) ) )
231,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING ham ) (TOPPING pineapple ) ) (TOPPING onion ) )
232,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) (TOPPING chorizo ) ) (TOPPING bacon ) )
233,(ORDER (PIZZAORDER (NUMBER i'd ) (NUMBER one ) (SIZE large ) (TOPPING peppers olives ) ) )
234,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepperoni ) (TOPPING sausage ) ) )
235,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING sausage olives ) ) )
236,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING ham ) ) )
237,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepperoni ) (TOPPING banana peppers ) ) (TOPPING green ) )
238,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pepperoni ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pepperoni sausage ) (TOPPING mushrooms ) ) (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING pepperoni ) (TOPPING green ) peppers ) )
239,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING onion parsley ) (TOPPING spinach ) ) )
240,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) (DRINKTYPE cheeseburger ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (SIZE pepperoni ) ) )
241,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING onion ) ) (DRINKORDER (NUMBER one ) ) (DRINKTYPE coke ) )
242,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING bacon ) (TOPPING pesto ) ) )
243,(ORDER (PIZZAORDER (NUMBER like ) (NUMBER one ) (SIZE large ) (TOPPING ham bacon ) (TOPPING extra sauce ) (TOPPING extra cheese ) ) (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING sausage ) ) (TOPPING anchovies ) )
244,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING thin ) (STYLE crust ) (TOPPING tuna ) ) (NOT (TOPPING pepperoni ) ) )
245,(ORDER (PIZZAORDER (NUMBER four ) (SIZE small ) (TOPPING bacon ) ) )
246,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING bacon ) (TOPPING peppers ) ) )
247,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING peppers ) (TOPPING ham ) ) )
248,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pineapple sausage ) ) )
249,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING bacon ) (TOPPING pesto ) ) )
250,(ORDER (PIZZAORDER (SIZE small ) (TOPPING pesto ) (TOPPING bacon ) ) )
251,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING olive ) (TOPPING chicken ) ) )
252,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING sausage ) (TOPPING mushroom ) ) (NOT (TOPPING ham ) ) )
253,(ORDER (PIZZAORDER (NUMBER three ) (TOPPING along ) (TOPPING bacon ) (TOPPING tuna ) ) (NOT (TOPPING pepperoni ) ) )
254,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING onion ) (TOPPING ham ) (NOT (TOPPING peppers ) ) ) )
255,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING pesto ) ) )
256,(ORDER (DRINKORDER (NUMBER one ) (DRINKTYPE coke one ) (DRINKTYPE diet sprite ) ) (DRINKORDER (NUMBER three ) (DRINKTYPE pepsis ) ) )
257,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING bacon ) ) )
258,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING sausage ) (TOPPING peppers ) (NOT (TOPPING pineapple ) ) ) )
259,(ORDER (PIZZAORDER (SIZE one ) (SIZE small ) (TOPPING ham ) (TOPPING bacon ) ) )
260,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepperoni black olives ) (TOPPING onions ) (QUANTITY extra ) ) (TOPPING cheese ) )
261,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE big meat ) ) (DRINKORDER (NUMBER one ) (SIZE large ) (DRINKTYPE sprite ) ) (DRINKORDER (NUMBER one ) (SIZE large ) (DRINKTYPE coke ) ) )
262,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING ham ) (TOPPING mushrooms ) ) (DRINKORDER (NUMBER a ) (SIZE small ) (DRINKTYPE diet ) pepsi ) )
263,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium ) (TOPPING garlic ) ) (TOPPING onions ) )
264,(ORDER (DRINKORDER (NUMBER a ) (NUMBER fanta ) (NUMBER two ) (DRINKTYPE dr peppers ) ) (DRINKORDER (NUMBER four ) (SIZE small ) (DRINKTYPE pepsis ) ) )
265,(ORDER (PIZZAORDER (SIZE one large ) (STYLE italian ) (TOPPING sausage ) (TOPPING black olives ) (TOPPING extra cheese ) ) (DRINKORDER (NUMBER two ) (SIZE small ) (DRINKTYPE diet ) cokes ) )
266,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING pepperoni ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (DRINKTYPE mushroom ) ) )
267,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING chicken ) (TOPPING extra cheese ) ) (NOT (TOPPING onions ) ) )
268,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING onion ) (TOPPING mushroom ) ) (NOT (TOPPING pesto ) ) )
269,(ORDER (PIZZAORDER (NUMBER three ) (DRINKTYPE pepper ) ) (NOT (TOPPING ham ) ) )
270,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (DRINKTYPE pepper ) (TOPPING bacon ) ) )
271,(ORDER (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (TOPPING mushrooms ) (TOPPING chicken ) ) )
272,(ORDER (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
273,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pesto ) ) )
274,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING cheese ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (DRINKTYPE pepperoni ) ) )
275,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING onions ) ) (TOPPING tuna ) )
276,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING mushrooms ) (TOPPING pesto ) ) )
277,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING pineapple ) ) (NOT (TOPPING mushrooms ) ) )
278,(ORDER (PIZZAORDER (STYLE i'll ) go (NUMBER a ) (TOPPING onions tuna ) ) )
279,(ORDER (PIZZAORDER (NUMBER five ) (TOPPING bacon ) ) )
280,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING pepperoni ) ) )
281,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING olives onions ) ) (TOPPING pesto ) )
282,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING olives peppers ) ) )
283,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING chicken ) (TOPPING ham ) ) (TOPPING pepperoni ) )
284,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING tuna extra cheese ) ) )
285,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING mushrooms pineapple ) ) )
286,(ORDER (PIZZAORDER (NUMBER a ) (SIZE sausage ) (TOPPING extra cheese ) ) )
287,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pepperoni ) (TOPPING tuna ) ) (TOPPING olives ) )
288,(ORDER (PIZZAORDER (NUMBER like ) (STYLE a thin crust ) (TOPPING chicken ) (TOPPING peppers ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE pepsi ) ) )
289,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING thin ) (STYLE crust ) (TOPPING extra ) (TOPPING cheese ) ) )
290,(ORDER (PIZZAORDER (NUMBER ten ) (SIZE large ) (TOPPING cheese ) (TOPPING chicken ) ) )
291,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (DRINKTYPE cheese ) ) (DRINKORDER (NUMBER a ) (SIZE small ) (SIZE pepperoni ) ) )
292,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING pepperoni ) (TOPPING peppers ) ) (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE beef ) (TOPPING mushrooms ) (TOPPING onions ) ) (DRINKORDER (NUMBER three ) (SIZE small ) (DRINKTYPE diet ) cokes ) )
293,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING peppers onions ) ) (TOPPING pineapple ) )
294,(ORDER (DRINKORDER (NUMBER one ) (DRINKTYPE pepsi ) ) (DRINKORDER (NUMBER one ) (SIZE small ) (DRINKTYPE diet sprite ) ) )
295,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING bacon ) (TOPPING ham ) ) (TOPPING pesto ) )
296,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING ham ) (TOPPING pesto ) ) (TOPPING mushrooms ) )
297,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepperoni ) (TOPPING black olives ) ) (DRINKORDER (NUMBER two ) (SIZE large ) (SIZE pepsis ) ) )
298,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING bacon ) (TOPPING ham ) ) (NOT (TOPPING pepperoni ) ) )
299,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING sausage ) (TOPPING mushroom ) (NOT (TOPPING pepperoni ) ) ) )
300,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING onion ) (TOPPING pineapple ) ) (NOT (TOPPING pesto ) ) )
301,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushrooms ) (TOPPING extra cheese ) ) )
302,(ORDER (PIZZAORDER (TOPPING ham ) (TOPPING thin ) ) (NOT (TOPPING onions ) ) )
303,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING onion ) (TOPPING ham ) ) (TOPPING pineapple ) )
304,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (STYLE vegan ) ) (DRINKORDER (NUMBER one ) (SIZE large ) (DRINKTYPE meat ) (SIZE lovers ) ) )
305,(ORDER (PIZZAORDER (NUMBER like ) (NUMBER a ) (SIZE large ) (TOPPING ham ) salami (NUMBER one ) (SIZE large ) (DRINKTYPE diet coke ) ) (DRINKORDER (NUMBER one ) (SIZE large ) (DRINKTYPE iced ) tea ) )
306,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pepperoni ) (TOPPING sausage ) ) (NOT (TOPPING mushrooms ) ) )
307,(ORDER (PIZZAORDER (NUMBER three ) (TOPPING ham ) (TOPPING chicken ) ) )
308,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushroom ) (TOPPING pineapple ) (NOT (TOPPING ham ) ) ) )
309,(ORDER (PIZZAORDER (SIZE large ) (QUANTITY thin ) (STYLE crust ) ) (QUANTITY bacon ) )
310,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushrooms ) (TOPPING extra ) (TOPPING cheese ) ) )
311,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING tuna ) (TOPPING cheese ) ) )
312,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING sausage ) ) (NOT (TOPPING pineapples ) ) )
313,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING tuna ) (TOPPING mushroom ) ) (NOT (TOPPING bacon ) ) )
314,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE thin crust ) (TOPPING ham ) ) )
315,(ORDER (PIZZAORDER (NUMBER like ) ) (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING extra cheese ) ) )
316,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING tuna ) (TOPPING pepper ) (TOPPING bacon ) ) )
317,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (QUANTITY thin ) (STYLE crust ) (QUANTITY peppers ) ) )
318,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING sausage ) (TOPPING peppers ) (NOT (TOPPING chicken ) ) ) )
319,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) (TOPPING ham ) ) )
320,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING ham extra cheese ) ) (TOPPING pesto ) )
321,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING peppers ) ) (DRINKORDER (NUMBER one ) (SIZE large ) (TOPPING spinach ) ) )
322,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pesto ) (TOPPING extra cheese ) ) (NOT (TOPPING pepperoni ) ) )
323,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING bacon ) (TOPPING mushroom ) ) )
324,(ORDER (PIZZAORDER (NUMBER like ) ) (PIZZAORDER (SIZE extra large ) (STYLE big meat ) ) (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE veggie ) (TOPPING extra cheese ) ) (DRINKORDER (NUMBER four ) (SIZE large ) ) (SIZE cokes ) )
325,(ORDER (DRINKORDER (NUMBER two ) (NUMBER pepsis ) (SIZE one ) (SIZE medium ) (DRINKTYPE diet coke ) ) (DRINKORDER (NUMBER one ) (SIZE medium ) (DRINKTYPE diet ) sprite ) )
326,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING pepper ) ) )
327,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pineapple ) (TOPPING tuna ) (NOT (TOPPING mushrooms ) ) ) )
328,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING bacon ) (TOPPING olive ) ) (NOT (TOPPING chicken ) ) )
329,(ORDER (PIZZAORDER (NUMBER three ) (TOPPING ham ) (TOPPING chicken ) ) (NOT (TOPPING mushrooms ) ) )
330,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING chicken ) (TOPPING extra cheese ) (NOT (TOPPING olives ) ) ) )
331,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING bacon tuna ) ) )
332,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushrooms ) (TOPPING chicken ) ) (NOT (TOPPING sausage ) ) )
333,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE pineapple ) (TOPPING extra cheese ) ) )
334,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium ) (TOPPING oregano pepperoni ) ) )
335,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING sausage ) (QUANTITY extra ) ) (TOPPING cheese ) )
336,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) (TOPPING pineapple ) (TOPPING ham ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE meat ) (DRINKTYPE lovers ) ) )
337,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING extra cheese ) (TOPPING sausage ) ) )
338,(ORDER (PIZZAORDER (NUMBER three ) (SIZE mushroom ) (TOPPING pepperoni ) ) (TOPPING ham ) )
339,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) (TOPPING carrots ) (TOPPING cumin ) ) )
340,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING olives sausage ) ) )
341,(ORDER (DRINKORDER (SIZE one ) (SIZE medium coke two ) (SIZE large ) (DRINKTYPE sprites ) ) (DRINKORDER (NUMBER three ) (SIZE large ) (DRINKTYPE ice teas ) ) )
342,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING chicken ) (TOPPING mushrooms ) ) )
343,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING red peppers ) ) )
344,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING tuna ) (TOPPING extra cheese ) ) (NOT (TOPPING pesto ) ) )
345,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pineapple extra cheese ) ) )
346,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushrooms ) (TOPPING onions ) ) )
347,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING peppers chicken thin ) (STYLE crust ) ) (DRINKORDER (NUMBER a ) ) (SIZE pepsi ) )
348,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING olives ) (TOPPING onions ) ) (TOPPING pineapple ) )
349,(ORDER (PIZZAORDER (NUMBER like ) (NUMBER a ) (TOPPING pesto ham ) ) )
350,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING cherry tomatoes ) ) )
351,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pineapple ) (TOPPING extra cheese ) ) (NOT (TOPPING peppers ) ) )
352,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium ) (TOPPING mushroom ) ) )
353,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING sausage ) (TOPPING pesto ) ) )
354,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE veggie ) (QUANTITY extra ) (SIZE a ) (SIZE small ) (STYLE big meat ) (TOPPING extra ) (TOPPING cheese ) ) (DRINKORDER (NUMBER two ) (SIZE large ) (DRINKTYPE sprites ) ) )
355,(ORDER (PIZZAORDER (NUMBER five ) (SIZE personal ) (SIZE pan ) (TOPPING pepperoni ) ) )
356,(ORDER (PIZZAORDER (NUMBER like ) ) (PIZZAORDER (NUMBER a ) (TOPPING sausage peppers ) ) )
357,(ORDER (PIZZAORDER (SIZE i'd ) (STYLE thin crust olives ) ) (TOPPING onions ) )
358,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING olives onions ) ) (TOPPING pesto ) )
359,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepperoni ) (TOPPING ham ) ) )
360,(ORDER (PIZZAORDER (NUMBER three ) (SIZE small ) (TOPPING extra cheese ) ) )
361,(ORDER (DRINKORDER (NUMBER a ) (SIZE two ) (CONTAINERTYPE liter ) (DRINKTYPE diet coke ) (NUMBER a ) (SIZE large pepperoni ) ) (DRINKORDER (NUMBER a ) (SIZE small ) (DRINKTYPE meat ) lovers ) )
362,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING olives sausage ) ) )
363,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING pepperoni black olives ) (TOPPING green ) (TOPPING and ) hot ) )
364,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING tuna ) ) )
365,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepperoni chicken ) ) (NOT (TOPPING onions ) ) )
366,(ORDER (PIZZAORDER (NUMBER three ) (STYLE stuffed ) (QUANTITY extra ) ) (TOPPING pepperoni ) )
367,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING chicken ) (TOPPING pesto ) ) (TOPPING bacon ) )
368,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING ham ) (TOPPING pepperoni ) (STYLE thin ) ) )
369,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING tuna ) (TOPPING onion ) ) (NOT (TOPPING peppers ) ) )
370,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING tuna ) ) )
371,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING pesto pineapple ) ) )
372,(ORDER (DRINKORDER (NUMBER three ) (DRINKTYPE pepsis a ) (DRINKTYPE coke ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE diet sprite ) ) )
373,(ORDER (PIZZAORDER (SIZE a ) (SIZE large ) (TOPPING mushrooms ) (TOPPING pineapple ) ) (PIZZAORDER (NOT (TOPPING want ) ) ) )
374,(ORDER (PIZZAORDER (SIZE a ) (SIZE large ) (TOPPING chicken ) (TOPPING peppers ) ) )
375,(ORDER (PIZZAORDER (SIZE small ) (TOPPING ham pepperoni ) ) (NOT (TOPPING tuna ) ) )
376,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING pepperoni ) ) (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING sausage ) (TOPPING mushrooms ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING sausage ) (TOPPING green ) peppers ) )
377,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pepperoni chicken ) ) (TOPPING bacon ) )
378,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING carrots lettuce ) ) )
379,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING pesto tuna ) ) )
380,(ORDER (PIZZAORDER (NUMBER like ) (NUMBER one ) (TOPPING chicken ) ) (TOPPING pepperoni ) )
381,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING onion ) (TOPPING ham ) (NOT (TOPPING sausage ) ) ) )
382,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING bacon ) (TOPPING olives ) ) )
383,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING sausage ) ) (TOPPING green (NUMBER one ) (SIZE large ) (TOPPING sausage ) (TOPPING mushrooms ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING ham black olives ) ) (TOPPING onions ) )
384,(ORDER (PIZZAORDER (NUMBER two ) (NUMBER peppers ) (NUMBER three ) (DRINKTYPE pepsis ) ) (DRINKORDER (NUMBER four ) (SIZE small ) (DRINKTYPE diet ) sprites ) )
385,(ORDER (PIZZAORDER (NUMBER three ) (SIZE small ) (TOPPING olives ) ) (TOPPING peppers ) )
386,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING bacon ) ) )
387,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING sausage ) ) (NOT (TOPPING pesto ) ) )
388,(ORDER (PIZZAORDER (NUMBER like ) (SIZE one ) (SIZE small ) (TOPPING mushroom ) (TOPPING sausage ) ) (NOT (TOPPING pineapple ) ) )
389,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING ham ) (TOPPING peppers ) ) )
390,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING onions pepperoni ) ) )
391,(ORDER (PIZZAORDER (NUMBER two ) (DRINKTYPE pepper ) (TOPPING bacon ) ) )
392,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING peppers ) ) )
393,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) (TOPPING tomatoes ) (TOPPING salami ) ) )
