id,output
182,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (NOT (TOPPING pesto ) ) ) )
183,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING ham ) (TOPPING chicken ) (TOPPING pineapple ) ) )
184,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepper ) (TOPPING sausage ) ) )
185,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium ) (TOPPING peas olives ) (TOPPING carrots ) ) )
186,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepper ) (TOPPING olives ) ) (DRINKORDER (NUMBER a ) (QUANTITY pepsi ) ) )
187,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING mushroom ) (TOPPING ham ) (TOPPING onions ) ) )
188,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING bacon ) (TOPPING tuna ) ) )
189,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE thin ) (TOPPING crust ) (TOPPING pesto ) ) )
190,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pesto ) ) (NOT (TOPPING onions ) ) )
191,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE thin ) (TOPPING crust ) (TOPPING bacon ) ) )
192,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING mushrooms ) (TOPPING peppers ) (NOT (TOPPING onions ) ) ) )
193,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING peppers ) (TOPPING sausage ) (TOPPING pineapple ) ) )
194,(ORDER (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) (NOT (TOPPING pesto ) ) )
195,(ORDER (PIZZAORDER (NUMBER a ) (SIZE vegan ) (QUANTITY small ) ) )
196,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING green peppers ) (TOPPING feta cheese ) ) )
197,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (DRINKTYPE margarita ) ) )
198,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (TOPPING tuna ) ) )
199,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING chicken ) (TOPPING onions ) (NOT (TOPPING pesto ) ) ) )
200,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING mushroom ) (TOPPING pesto ) (NOT (TOPPING pepperoni ) ) (NOT (TOPPING please ) ) ) )
201,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING with ) (TOPPING ham ) (TOPPING bacon ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
202,(ORDER (DRINKORDER (NUMBER three ) (SIZE medium ) (DRINKTYPE fantas ) (NUMBER two ) (DRINKTYPE pepsis ) ) (DRINKORDER (NUMBER one ) (SIZE large ) (DRINKTYPE doctor pepper ) ) )
203,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING peppers ) (TOPPING sausage ) (NOT (TOPPING olives ) please ) ) )
204,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large sausage ) (NUMBER two ) (SIZE medium ) (SIZE pepperoni ) (NUMBER one ) (SIZE medium ) (SIZE hawaiian ) ) )
205,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING onions ) (NOT (TOPPING pesto ) ) ) )
206,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) (TOPPING peppers ) (TOPPING ham ) ) )
207,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING pepperoni ) (TOPPING pineapple along ) (TOPPING bacon ) ) )
208,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING sausage ) (TOPPING onions olives ) ) )
209,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE mushroom thin crust ) (NOT (TOPPING pepperoni ) ) ) )
210,(ORDER (DRINKORDER (NUMBER two ) (SIZE pepsis six medium ) (DRINKTYPE dr peppers ) ) (DRINKORDER (NUMBER five ) (SIZE medium ) (DRINKTYPE diet cokes ) ) )
211,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING thin crust ) (TOPPING ham ) (NOT (TOPPING peppers ) ) ) )
212,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) (TOPPING lettuce ) (TOPPING ham ) (TOPPING bacon ) ) )
213,(ORDER (PIZZAORDER (SIZE a ) (SIZE small ) (DRINKTYPE supreme ) ) (DRINKORDER (NUMBER a ) (SIZE two liter ) (DRINKTYPE coke ) ) )
214,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING pepperoni ) ) )
215,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING extra cheese ) (TOPPING green ) peppers ) )
216,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushroom ) (TOPPING bacon ) (TOPPING tuna ) ) )
217,(ORDER (PIZZAORDER (SIZE one extra large ) (TOPPING pepperoni ) (TOPPING italian ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
218,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium ) (TOPPING mushrooms ) (TOPPING tuna ) (TOPPING anchovies ) ) )
219,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING onions ) (TOPPING tuna ) (NOT (TOPPING pineapple ) ) ) )
220,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepper ) (TOPPING pesto ) (TOPPING extra cheese ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE pepsi ) ) )
221,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING olives ) (TOPPING chicken ) (NOT (TOPPING ham ) ) ) )
222,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING tuna ) (TOPPING mushrooms ) (NOT (TOPPING peppers ) ) ) )
223,(ORDER (DRINKORDER (NUMBER five ) (SIZE large ) (DRINKTYPE fantas ) (NUMBER two ) (DRINKTYPE pepsis ) ) (DRINKORDER (NUMBER one ) (DRINKTYPE coke please ) ) )
224,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING ham ) (NOT (TOPPING olives ) ) ) )
225,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING bacon ) (TOPPING pesto ) ) (NOT (TOPPING sausage ) ) )
226,(ORDER (DRINKORDER (NUMBER two ) (SIZE pepsis six ) (SIZE medium ) (DRINKTYPE fantas ) ) (DRINKORDER (NUMBER six ) (SIZE medium ) (DRINKTYPE cokes ) ) )
227,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pepperoni ) (TOPPING chicken ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
228,(ORDER (PIZZAORDER (SIZE one ) (SIZE large ) (TOPPING bacon ) (TOPPING pepperoni ) (TOPPING pineapple ) ) )
229,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING mushrooms ) (QUANTITY thin crust ) ) )
230,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING bacon ) (TOPPING peppers ) (NOT (TOPPING pineapple ) ) ) )
231,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING ham ) (TOPPING pineapple ) (TOPPING onion ) ) )
232,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) (TOPPING chorizo ) (TOPPING bacon ) ) )
233,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING peppers ) (TOPPING olives ) ) )
234,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepperoni ) (TOPPING sausage ) (NOT (TOPPING olives ) ) ) )
235,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING sausage ) (TOPPING olives ) (TOPPING ham ) ) )
236,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING ham ) (TOPPING thin ) (COMPLEX_TOPPING (QUANTITY crust ) (TOPPING pesto ) ) ) )
237,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepperoni ) (TOPPING banana peppers ) (TOPPING green ) ) )
238,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pepperoni ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pepperoni ) (TOPPING sausage ) (TOPPING mushrooms ) ) (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING pepperoni ) (TOPPING green peppers ) ) )
239,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING onion ) (TOPPING parsley ) (TOPPING spinach ) ) )
240,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING cheeseburger ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pepperoni ) ) )
241,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING onion ) ) (DRINKORDER (NUMBER one ) (DRINKTYPE coke ) ) )
242,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING bacon ) (TOPPING pesto ) (NOT (TOPPING sausage ) ) ) )
243,(ORDER (PIZZAORDER (SIZE one ) (SIZE large ) (TOPPING ham ) ) (QUANTITY bacon (TOPPING extra sauce ) ) (TOPPING extra (PIZZAORDER cheese ) ) (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING sausage ) ) )
244,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING thin crust tuna ) (NOT (TOPPING pepperoni ) ) ) )
245,(ORDER (PIZZAORDER (NUMBER four ) (SIZE small ) (TOPPING bacon ) ) )
246,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING bacon ) (TOPPING peppers ) ) (TOPPING mushroom ) )
247,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING peppers ) (TOPPING ham ) (TOPPING pineapple ) ) )
248,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pineapple ) (TOPPING sausage ) (NOT (TOPPING tuna ) ) ) )
249,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING bacon ) (TOPPING pesto ) (NOT (TOPPING sausage ) ) ) )
250,(ORDER (PIZZAORDER (SIZE small ) (TOPPING pesto ) (TOPPING bacon ) ) )
251,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING olive ) (NOT (TOPPING pineapple ) ) ) )
252,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING sausage ) (TOPPING mushroom ) ) (NOT (TOPPING ham ) ) )
253,(ORDER (PIZZAORDER (NUMBER three ) (TOPPING bacon ) (TOPPING tuna ) (NOT (TOPPING pepperoni ) ) ) )
254,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING onion ) (TOPPING ham ) (NOT (TOPPING peppers ) ) ) )
255,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING mushroom ) (NOT (TOPPING pepperoni ) ) ) )
256,(ORDER (DRINKORDER (NUMBER one ) (DRINKTYPE coke ) (NUMBER one ) (DRINKTYPE diet sprite ) ) (DRINKORDER (NUMBER three ) (DRINKTYPE pepsis ) ) )
257,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING bacon ) (NOT (TOPPING olives ) ) ) )
258,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING sausage ) (TOPPING peppers ) (NOT (TOPPING pineapple ) ) (NOT (TOPPING please ) ) ) )
259,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING ham ) (TOPPING bacon ) (NOT (TOPPING mushrooms ) ) ) )
260,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepperoni ) (TOPPING black olives ) (TOPPING onions ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
261,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE big meat ) ) (DRINKORDER (NUMBER one ) (SIZE large ) (DRINKTYPE sprite ) ) (DRINKORDER (NUMBER one ) (SIZE large ) (DRINKTYPE coke ) ) )
262,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING ham ) (TOPPING mushrooms ) ) (DRINKORDER (NUMBER a ) (SIZE small ) (DRINKTYPE diet pepsi ) ) )
263,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium ) (TOPPING garlic ) (TOPPING onions ) ) )
264,(ORDER (DRINKORDER (NUMBER a ) (DRINKTYPE fanta ) (DRINKTYPE dr ) ) (DRINKORDER (NUMBER four ) (SIZE small ) (DRINKTYPE pepsis ) ) )
265,(ORDER (PIZZAORDER (SIZE one ) (SIZE large ) (TOPPING italian sausage ) (TOPPING black olives ) (TOPPING extra cheese ) ) (DRINKORDER (NUMBER two ) (SIZE small ) (DRINKTYPE diet ) cokes ) )
266,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING mushroom ) (TOPPING sausage ) ) )
267,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING chicken ) (TOPPING extra cheese ) (NOT (TOPPING onions ) ) ) )
268,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING onion ) (TOPPING mushroom ) (NOT (TOPPING pesto ) ) ) )
269,(ORDER (PIZZAORDER (NUMBER three ) (TOPPING pepper ) (NOT (TOPPING ham ) ) ) )
270,(ORDER (PIZZAORDER (NUMBER two ) (SIZE small ) (TOPPING pepper ) (NOT (TOPPING olives ) ) ) )
271,(ORDER (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (TOPPING mushrooms ) (TOPPING chicken ) ) )
272,(ORDER (PIZZAORDER (NUMBER a ) (STYLE thin crust ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) (NOT (TOPPING pesto ) ) ) )
273,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pesto ) ) (NOT (TOPPING onions ) ) )
274,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING cheese ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pepperoni ) ) )
275,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING onions ) (TOPPING tuna ) (NOT (TOPPING pineapple ) ) ) )
276,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING mushrooms ) (TOPPING pesto ) ) (NOT (TOPPING pepperoni ) ) )
277,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING pineapple ) (TOPPING sausage ) (NOT (TOPPING mushrooms ) ) ) )
278,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING onions ) (TOPPING tuna ) ) )
279,(ORDER (PIZZAORDER (TOPPING bacon ) ) )
280,(ORDER (PIZZAORDER (TOPPING pepperoni ) ) )
281,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING olives ) (TOPPING onions ) ) )
282,(ORDER (PIZZAORDER (TOPPING olives ) (NOT (TOPPING onions ) ) ) )
283,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING chicken ) (TOPPING ham ) (TOPPING pepperoni ) ) )
284,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING tuna extra cheese olives ) ) )
285,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING mushrooms ) (TOPPING pineapple ) (QUANTITY not ) ) )
286,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING sausage ) (TOPPING extra ) (TOPPING cheese ) (NOT (TOPPING pesto ) ) ) )
287,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pepperoni ) (TOPPING tuna ) (TOPPING olives ) ) )
288,(ORDER (PIZZAORDER (NUMBER like ) (NUMBER a ) (STYLE thin crust ) (TOPPING chicken ) (TOPPING peppers ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE pepsi ) ) )
289,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING thin crust ) (TOPPING extra ) (TOPPING cheese ) ) )
290,(ORDER (PIZZAORDER (NUMBER ten ) (SIZE large ) (TOPPING cheese ) (TOPPING chicken ) ) )
291,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) ) (DRINKORDER (NUMBER a ) (SIZE small pepperoni ) ) )
292,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING pepperoni ) (TOPPING peppers ) (TOPPING extra ) ) (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING beef ) (TOPPING mushrooms ) (TOPPING onions ) ) (DRINKORDER (NUMBER three ) (SIZE small ) (DRINKTYPE diet ) cokes ) )
293,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING peppers ) (TOPPING onions ) (TOPPING pineapple ) ) )
294,(ORDER (DRINKORDER (NUMBER one ) (DRINKTYPE pepsi ) ) (DRINKORDER (NUMBER one ) (SIZE small ) (DRINKTYPE diet sprite ) ) )
295,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING bacon ) ) (PIZZAORDER (TOPPING ham ) (TOPPING pesto ) ) )
296,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING ham ) (TOPPING pesto ) (TOPPING mushrooms ) ) )
297,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepperoni ) (TOPPING black olives ) ) (DRINKORDER (NUMBER two ) (SIZE large ) (DRINKTYPE pepsis ) ) )
298,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING bacon ) (TOPPING ham ) (NOT (TOPPING pepperoni ) ) ) )
299,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING sausage ) (TOPPING mushroom ) (NOT (TOPPING pepperoni ) ) ) )
300,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING onion ) (NOT (TOPPING pesto ) ) ) )
301,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushrooms ) (TOPPING extra cheese ) (NOT (TOPPING sausage ) ) ) )
302,(ORDER (PIZZAORDER (TOPPING ham ) (TOPPING thin ) (NOT (TOPPING onions ) ) ) )
303,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY a small ) (TOPPING onion ) ) (TOPPING ham ) ) )
304,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (STYLE vegan ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (DRINKTYPE meat lovers ) ) )
305,(ORDER (PIZZAORDER (SIZE a ) (SIZE large ) (TOPPING ham ) ) (TOPPING salami (NUMBER one ) (SIZE large ) (DRINKTYPE diet coke ) ) (DRINKORDER (NUMBER one ) (SIZE large ) (DRINKTYPE iced tea ) ) )
306,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pepperoni ) (NOT (TOPPING mushrooms ) ) ) )
307,(ORDER (PIZZAORDER (NUMBER three ) (TOPPING ham ) (TOPPING chicken ) (NOT (TOPPING mushrooms ) ) ) )
308,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushroom ) (TOPPING pineapple ) (NOT (TOPPING ham ) ) ) )
309,(ORDER (PIZZAORDER (TOPPING thin ) (COMPLEX_TOPPING (QUANTITY crust ) (TOPPING bacon ) ) mushrooms ) )
310,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushrooms ) (TOPPING extra ) (TOPPING cheese ) (NOT (TOPPING sausage ) ) ) )
311,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING tuna ) (TOPPING mushrooms ) (TOPPING extra cheese ) ) )
312,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING sausage ) (TOPPING pepper ) (NOT (TOPPING pineapples ) ) ) )
313,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING tuna ) (NOT (TOPPING bacon ) ) ) )
314,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING thin ) (TOPPING crust ) ) )
315,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING extra cheese ) (TOPPING tuna ) ) (TOPPING mushrooms ) )
316,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING tuna ) (TOPPING bacon ) ) )
317,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (COMPLEX_TOPPING (QUANTITY thin ) (TOPPING crust peppers ) ) (NOT (TOPPING mushrooms ) ) ) )
318,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING sausage ) (TOPPING peppers ) (NOT (TOPPING chicken ) ) ) )
319,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) (TOPPING ham ) ) )
320,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING ham extra cheese ) ) )
321,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING peppers ) ) (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING spinach ) ) )
322,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pesto ) (TOPPING extra cheese ) (NOT (TOPPING pepperoni ) ) ) )
323,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY a ) (TOPPING bacon ) ) (TOPPING mushroom ) (TOPPING sausage ) ) )
324,(ORDER (PIZZAORDER (NUMBER an ) (SIZE extra large ) (STYLE big meat ) (NUMBER a ) (SIZE medium ) (STYLE veggie ) (QUANTITY extra ) ) (TOPPING cheese ) )
325,(ORDER (DRINKORDER (NUMBER two ) (SIZE pepsis ) (SIZE one ) (SIZE medium ) (DRINKTYPE diet coke ) ) (DRINKORDER (NUMBER one ) (SIZE medium ) (DRINKTYPE diet sprite ) ) )
326,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING pepper ) (TOPPING ham ) (TOPPING olive ) ) )
327,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pineapple ) (TOPPING tuna ) (NOT (TOPPING mushrooms ) ) (NOT (TOPPING please ) ) ) )
328,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING bacon ) (TOPPING olive ) (NOT (TOPPING chicken ) ) ) )
329,(ORDER (PIZZAORDER (NUMBER three ) (TOPPING ham ) ) (PIZZAORDER (NOT (TOPPING mushrooms ) ) ) )
330,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING chicken ) (TOPPING extra cheese ) (NOT (TOPPING olives ) ) ) )
331,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING bacon ) (TOPPING tuna ) (TOPPING onion ) ) )
332,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushrooms ) (TOPPING chicken ) (NOT (TOPPING sausage ) ) ) )
333,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pineapple ) (TOPPING extra cheese ) (NOT (TOPPING peppers ) ) ) )
334,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium ) (TOPPING oregano ) (TOPPING pepperoni ) ) (TOPPING ham ) )
335,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING sausage ) (TOPPING ham ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
336,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) (TOPPING pineapple ) (TOPPING ham ) ) (DRINKORDER (NUMBER two ) (DRINKTYPE meat ) ) )
337,(ORDER (PIZZAORDER (TOPPING extra ) (TOPPING cheese ) (TOPPING sausage ) (NOT (TOPPING pesto ) ) ) )
338,(ORDER (PIZZAORDER (NUMBER three ) (TOPPING mushroom ) (TOPPING pepperoni ) (TOPPING ham ) ) )
339,(ORDER (PIZZAORDER (NUMBER three ) (SIZE large ) (TOPPING carrots ) (TOPPING cumin ) ) )
340,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING olives ) (TOPPING sausage ) (NOT (TOPPING tuna ) ) ) )
341,(ORDER (DRINKORDER (SIZE large cokes ) (SIZE medium ) (DRINKTYPE coke ) (SIZE two ) (SIZE large ) (DRINKTYPE sprites ) ) (DRINKORDER (NUMBER three ) (SIZE large ) (DRINKTYPE ice teas ) ) )
342,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING chicken ) (TOPPING mushrooms ) (NOT (TOPPING pepperoni ) ) ) )
343,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING red peppers ) ) )
344,(ORDER (PIZZAORDER (NUMBER two ) (SIZE medium ) (TOPPING tuna ) (TOPPING extra ) (NOT (TOPPING pesto ) ) ) )
345,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING pineapple extra cheese ) (NOT (TOPPING pesto ) ) ) )
346,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING mushrooms ) (TOPPING onions ) ) )
347,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING peppers chicken thin crust ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE pepsi ) ) )
348,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING olives ) (TOPPING onions ) (TOPPING pineapple ) ) )
349,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING pesto ham ) ) )
350,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING cherry tomatoes ) ) )
351,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pineapple ) (TOPPING extra ) (TOPPING cheese ) (NOT (TOPPING peppers ) ) ) )
352,(ORDER (PIZZAORDER (NUMBER five ) (SIZE medium ) (TOPPING mushroom ) ) )
353,(ORDER (PIZZAORDER (NUMBER one ) (SIZE small ) (TOPPING sausage ) (TOPPING pesto ) (NOT (TOPPING pepperoni ) ) ) )
354,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE veggie ) (TOPPING extra ) ) (PIZZAORDER (NUMBER a ) (SIZE small ) (STYLE big meat ) (TOPPING extra ) (TOPPING cheese ) ) (DRINKORDER (NUMBER two ) (SIZE large ) (DRINKTYPE sprites ) ) )
355,(ORDER (PIZZAORDER (NUMBER five ) (SIZE personal ) (TOPPING pepperoni ) ) (TOPPING sausage ) )
356,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING sausage peppers ) (NOT (TOPPING chicken ) ) ) )
357,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY thin ) (TOPPING crust olives ) ) ) )
358,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING olives ) (TOPPING onions ) (TOPPING pesto ) ) )
359,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING pepperoni ) (NOT (TOPPING tuna ) ) ) )
360,(ORDER (PIZZAORDER (NUMBER three ) (SIZE small ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING cheese ) ) ) )
361,(ORDER (DRINKORDER (SIZE two liter ) (DRINKTYPE diet coke ) (SIZE a ) (PIZZAORDER large ) ) (PIZZAORDER (NUMBER a ) (SIZE small ) (DRINKTYPE meat ) lovers ) )
362,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING olives ) (TOPPING sausage ) (NOT (TOPPING tuna ) ) (NOT (TOPPING please ) ) ) )
363,(ORDER (PIZZAORDER (NUMBER one ) (SIZE medium ) (TOPPING pepperoni black olives green peppers ) (TOPPING hot ) ) )
364,(ORDER (PIZZAORDER (NUMBER one ) (SIZE large ) (TOPPING tuna ) (TOPPING anchovies ) ) )
365,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING pepperoni ) (TOPPING chicken ) (NOT (TOPPING onions ) ) ) )
