id,output
972,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal ) (TOPPING garlic ) (TOPPING spicy red sauce ) (TOPPING arugula ) ) )
973,(ORDER (PIZZAORDER (STYLE may ) (TOPPING i want tomato ) (TOPPING and cheddar ) (NOT (STYLE on ) (TOPPING of ) (NOT (TOPPING no sausage ) ) (PIZZAORDER (CONTAINERTYPE a ) lot ) ) ) )
974,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING cumin ) (TOPPING chicken ) (NOT (TOPPING adding ) ) (NOT (TOPPING sausage ) ) ) )
975,(ORDER (PIZZAORDER (NUMBER five ) (TOPPING caramelized onions ) (TOPPING banana peppers ) (NOT (TOPPING pepperoni ) ) (NOT (TOPPING thanks ) ) ) )
976,(ORDER (PIZZAORDER (TOPPING 1 ) ) (DRINKORDER (NUMBER and ) (SIZE a ) (DRINKTYPE two ) (DRINKTYPE liter ) ) )
977,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING medium-size truffle ) (COMPLEX_TOPPING (QUANTITY and a lot ) (TOPPING of ) ) (NOT (TOPPING no ) ) ) )
978,(ORDER (PIZZAORDER (TOPPING a ) (TOPPING with ) (NOT (TOPPING no ) pesto ) ) )
979,(ORDER (NUMBER mood (SIZE for ) (TOPPING pizza with banana ) (NOT (TOPPING and ) (NOT (TOPPING without yelow ) peppers ) ) ) )
980,(ORDER (PIZZAORDER (SIZE i'm ) (TOPPING craving ) 8 (PIZZAORDER meium-size ) ) (TOPPING peppers ) )
981,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING red ) cabbage ) )
982,(ORDER (PIZZAORDER (TOPPING bacon ) ) (PIZZAORDER (NOT (TOPPING no ) zucchini ) ) )
983,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING shrimp ) (TOPPING canadian ) ) )
984,(ORDER (DRINKORDER (NUMBER a ) (SIZE two liter ) (DRINKTYPE cherr ) (PIZZAORDER pepsi ) (CONTAINERTYPE a ) ) (PIZZAORDER (DRINKTYPE and ) (STYLE a ) small ) )
985,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING meatball ) ) (DRINKORDER (NOT (TOPPING like ) ) ) )
986,(ORDER (PIZZAORDER (STYLE nine ) (TOPPING with ) (TOPPING hamburger green ) ) (PIZZAORDER (TOPPING and ) ) )
987,(ORDER (PIZZAORDER (NUMBER a ) (SIZE personal size ) ) )
988,(ORDER (PIZZAORDER (TOPPING with ) (TOPPING with ) (TOPPING beef ) ) )
989,(ORDER (PIZZAORDER (STYLE ordr ) (TOPPING pie ) (TOPPING with ) (NOT (TOPPING no ) broccoli ) ) )
990,(ORDER (PIZZAORDER (SIZE of ) (SIZE one ) (SIZE one ) (STYLE large ) ) (PIZZAORDER (NUMBER and ) (DRINKTYPE one ) (DRINKTYPE large ) (NOT (TOPPING pizza without ) picled ) ) )
991,(ORDER (PIZZAORDER (NUMBER three ) (TOPPING with black ) (TOPPING and mushy ) ) )
992,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) ) (NOT (TOPPING no ) ) )
993,(ORDER (PIZZAORDER (NUMBER just ) (TOPPING along ) (QUANTITY pesto ) (COMPLEX_TOPPING (QUANTITY and ) (TOPPING some a ) ) (TOPPING lttle bit ) (TOPPING cheese ) (TOPPING but ) ) )
994,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING with ) (TOPPING and ) ) )
995,(ORDER (DRINKORDER (NUMBER a ) ) (PIZZAORDER (STYLE a ) (TOPPING with ) (TOPPING black olive ) (TOPPING chicken ) ) (NOT (TOPPING onions ) ) )
996,(ORDER (PIZZAORDER (TOPPING with ) ) (PIZZAORDER (TOPPING and prosciutto ) ) )
997,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY with ) (TOPPING a ) ) (TOPPING and italian ) (NOT (TOPPING no ) tomato ) ) )
998,(ORDER (PIZZAORDER (STYLE i'll ) (TOPPING pizzas ) (TOPPING with ) (TOPPING bq ) (TOPPING chicken ) (TOPPING and banana ) ) )
999,(ORDER (PIZZAORDER (NUMBER a ) (STYLE med veggies lover ) (TOPPING with ) (TOPPING and pepperonis ) ) )
1000,(ORDER (PIZZAORDER (STYLE fourteen ) (STYLE peronal ) (STYLE lovers ) ) )
1001,(ORDER (PIZZAORDER (STYLE a ) (TOPPING medium-sized ) (NOT (TOPPING with ) no ) ) )
1002,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING favor ) ) (PIZZAORDER (NUMBER put ) (SIZE up a ) (TOPPING with light ) (STYLE on the ) (NOT (TOPPING trffle ) ) (PIZZAORDER (TOPPING dish ) ) (TOPPING pesto ) ) )
1003,(ORDER (PIZZAORDER (TOPPING elven ) (TOPPING lare-size ) (TOPPING additional yellow ) (TOPPING peppers ) ) )
1004,(ORDER (PIZZAORDER (QUANTITY have ) (SIZE a ) (COMPLEX_TOPPING (QUANTITY extra ) (TOPPING large ) ) (NOT (TOPPING no shrimp ) ) ) )
1005,(ORDER (PIZZAORDER (NUMBER order ) (STYLE one ) (TOPPING pizza ) (TOPPING with ) ) (DRINKORDER (QUANTITY eggplant ) (DRINKTYPE and ) (SIZE two ) (DRINKTYPE large ) ) (NOT (STYLE Espresso ) ) )
1006,(ORDER (PIZZAORDER (TOPPING have ) (TOPPING a ) (TOPPING and ) (NOT (TOPPING no onions ) ) ) )
1007,(ORDER (PIZZAORDER (NUMBER two ) (TOPPING with roasted red ) (TOPPING peppers ) ) )
1008,(ORDER (DRINKORDER (DRINKTYPE Apple juice ) (DRINKTYPE a ) ) (DRINKORDER (NUMBER and ) (DRINKTYPE five ) (DRINKTYPE mdium-sized ) ) )
1009,(ORDER (PIZZAORDER (SIZE personal ) ) (PIZZAORDER (TOPPING ricotta ) (TOPPING cheese banana ) (TOPPING pepper ) (TOPPING and onions ) ) (NOT (STYLE thanks ) ) )
1010,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING added ) (TOPPING with ) ) (NUMBER and ) )
1011,(ORDER (PIZZAORDER (STYLE i'd ) (TOPPING with ) (TOPPING artichokes ) ) )
1012,(ORDER (PIZZAORDER (TOPPING eiht ) ) )
1013,(ORDER (PIZZAORDER (STYLE out ) (TOPPING all with ) (TOPPING peppers ) (TOPPING and vegan ) ) )
1014,(ORDER (PIZZAORDER (QUANTITY in ) (SIZE medium ) (TOPPING roasted tomatoes ) ) )
1015,(ORDER (PIZZAORDER (NUMBER a ) (STYLE small ) (TOPPING pizza ) (TOPPING with ) (TOPPING beef and ) ) )
1016,(ORDER (PIZZAORDER (STYLE a ) (STYLE xl mea ) (TOPPING pizza ) (DRINKTYPE and ) ) (DRINKTYPE make (CONTAINERTYPE it ) (PIZZAORDER a veggies ) lover ) )
1017,(ORDER (DRINKORDER (DRINKTYPE adding 13 pineapple ) (CONTAINERTYPE soda ) a ) (DRINKORDER (NUMBER and ) (DRINKTYPE a diet sprite ) ) )
1018,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY with ) (TOPPING a ) ) (TOPPING little ) ) (PIZZAORDER (NOT (TOPPING want ) (QUANTITY want any ) ) (NOT (TOPPING bacon (NOT (STYLE thanks ) ) (CONTAINERTYPE a lot ) ) ) ) )
1019,(ORDER (PIZZAORDER (NUMBER for ) (TOPPING pie ) (TOPPING with ) (TOPPING cheese and spicy ) (NOT (STYLE sauce ) (NOT (TOPPING and no mushrooms ) ) ) ) )
1020,(ORDER (PIZZAORDER (NUMBER a ) (SIZE lunch ) (TOPPING carrots ) (NOT (TOPPING no ) pesto ) ) )
1021,(ORDER (PIZZAORDER (NUMBER a ) (STYLE medium-sized ) (COMPLEX_TOPPING (QUANTITY it ) (TOPPING with ) ) ) (TOPPING tofu ) )
1022,(ORDER (PIZZAORDER (SIZE extra large ) (TOPPING prawns ) (TOPPING bacon ) (NOT (TOPPING a ) drizzle ) ) )
1023,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING sun-dried ) (TOPPING tomatoes ) (TOPPING basil ) ) )
1024,(ORDER (PIZZAORDER (NUMBER two ) (SIZE large ) (TOPPING peppers ) (TOPPING double ) ) (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING beef ) (TOPPING mushrooms ) (TOPPING onions ) ) (DRINKORDER (NUMBER three ) ) (SIZE small ) )
1025,(ORDER (PIZZAORDER (SIZE medium ) (TOPPING size ) (TOPPING with ) (STYLE gluten-free ) (QUANTITY crust ) ) )
1026,(ORDER (PIZZAORDER (NUMBER with ) ) (TOPPING with (NUMBER and ) (DRINKTYPE six large Cranberry ) ) )
1027,(ORDER (PIZZAORDER (SIZE extra ) (TOPPING with cherry ) ) (PIZZAORDER (TOPPING and green ) bell ) )
1028,(ORDER (PIZZAORDER (STYLE of ) (TOPPING pizza ) (STYLE with mint ) (STYLE leeks ) (NOT (TOPPING and ) ) ) (DRINKTYPE onions ) )
1029,(ORDER (PIZZAORDER (NUMBER like ) (TOPPING pizzas ) (TOPPING with ) (STYLE and pickled ) ) (STYLE onions (PIZZAORDER with a large ) pepperoni ) )
1030,(ORDER (PIZZAORDER (STYLE for ) (TOPPING with ) (TOPPING additional ) (TOPPING and ) (STYLE light ) ) (STYLE along (STYLE up ) (CONTAINERTYPE and a ) coke ) )
1031,(ORDER (PIZZAORDER (TOPPING pizza ) (TOPPING and bay ) (TOPPING leaves ) (TOPPING with canadian ) bacon ) )
1032,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY pizzas ) (TOPPING with ) ) ) (PIZZAORDER (NUMBER and ) (TOPPING pizza with low ) fat ) )
1033,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING red onion ) (NOT (TOPPING bacon on ) it ) ) )
1034,(ORDER (PIZZAORDER (NUMBER with ) (SIZE four ) (TOPPING with ) (TOPPING cumin ) (NOT (TOPPING extra ) ) ) )
1035,(ORDER (PIZZAORDER (NUMBER a ) (SIZE a ) (TOPPING with ) roasted ) )
1036,(ORDER (PIZZAORDER (STYLE having ) (TOPPING pizza ) (TOPPING and low ) (TOPPING cheese ) (TOPPING with ) ) )
1037,(ORDER (PIZZAORDER (STYLE 1 ) (TOPPING pizza with ) (TOPPING peppers ) (TOPPING and ) (STYLE chicken with ligh ) on (NOT (STYLE cheese ) ) ) )
1038,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (COMPLEX_TOPPING (QUANTITY a little bit ) (TOPPING green ) ) bell ) (NOT (TOPPING bacon ) ) )
1039,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING vegetarin ) except (NUMBER and ) (SIZE spnach ) (SIZE a ) ) (DRINKTYPE large (NUMBER and ) (SIZE a ) (DRINKTYPE large diet coke ) ) )
1040,(ORDER (PIZZAORDER (SIZE is ) (SIZE large ) (COMPLEX_TOPPING (QUANTITY a bunch ) (TOPPING of ) ) (TOPPING cheese ) ) )
1041,(ORDER (PIZZAORDER (TOPPING with banana ) ) (TOPPING and ) )
1042,(ORDER (PIZZAORDER (STYLE take ) ) (TOPPING a ) )
1043,(ORDER (PIZZAORDER (NUMBER a ) ) )
1044,(ORDER (PIZZAORDER (STYLE 1 ) (TOPPING with ) (TOPPING and ) (NOT (TOPPING and ) (NOT (TOPPING no peppers ) ) ) ) )
1045,(ORDER (PIZZAORDER (TOPPING with ) (TOPPING artichokes ) ) (DRINKORDER (TOPPING and ) ) )
1046,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY take a ) (TOPPING large feta ) ) (QUANTITY pizza ) ) )
1047,(ORDER (PIZZAORDER (TOPPING i'd ) ) )
1048,(ORDER (TOPPING pesto ) (NOT (TOPPING with ) ) )
1049,(ORDER (PIZZAORDER (QUANTITY order a ) (SIZE extra ) (TOPPING large garlic ) (NOT (TOPPING pie ) ) (NOT (TOPPING no ) ) ) )
1050,(ORDER (PIZZAORDER (NUMBER on ) (STYLE a ) (NOT (TOPPING pizza without ) tomatoes ) (DRINKTYPE and ) (STYLE a ) ) (TOPPING small ) )
1051,(ORDER (PIZZAORDER (STYLE 1 ) (TOPPING with ) (QUANTITY and ) (DRINKTYPE some ) (NOT (TOPPING peppers ) ) ) (DRINKTYPE onions ) )
1052,(ORDER (PIZZAORDER (STYLE i'm ) (TOPPING with ) (TOPPING and ) ) (NOT (TOPPING no ) ) )
1053,(ORDER (PIZZAORDER (NUMBER like ) (NUMBER a ) (STYLE all the ) (COMPLEX_TOPPING (QUANTITY a lot of ) (TOPPING cheese ) ) ) )
1054,(ORDER (PIZZAORDER (TOPPING with ) (NOT (TOPPING hold ) tuna ) ) )
1055,(ORDER (PIZZAORDER (STYLE make ) sure ) )
1056,(ORDER (PIZZAORDER (NUMBER a ) (STYLE lunch big ) (TOPPING with ) (TOPPING and leave ) ) )
1057,(ORDER (PIZZAORDER (NUMBER a ) (STYLE med ) (TOPPING ricotta cheese ) (TOPPING garlic ) (NOT (TOPPING ham ) ) ) )
1058,(ORDER (PIZZAORDER (STYLE a ) (TOPPING with ) (TOPPING and ) ) (PIZZAORDER (NUMBER and ) (SIZE a ) ) (TOPPING pepperoni (TOPPING sausage ) ) )
1059,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING xl ) (TOPPING with ) (NUMBER hummus ) (NOT (TOPPING no ) prawns ) ) )
1060,(ORDER (DRINKORDER (DRINKTYPE sprite ) ) (DRINKORDER (NUMBER a ) (DRINKTYPE coke ) (NUMBER five ) (SIZE large ) (DRINKTYPE fantas ) ) )
1061,(ORDER (PIZZAORDER (SIZE a ) (STYLE medium ) (STYLE sweet ) (STYLE potatoes ) (NOT (TOPPING only ) no (PIZZAORDER balsamic ) glaze ) ) )
1062,(ORDER (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING including ) (TOPPING sauteed ) spinach ) )
1063,(ORDER (PIZZAORDER (NUMBER a ) (STYLE extra ) (TOPPING with ) ) (TOPPING and ) )
1064,(ORDER (DRINKORDER (NUMBER ten ) (NUMBER six ) (DRINKTYPE large-size ) ) )
1065,(ORDER (PIZZAORDER (TOPPING with ) (NOT (TOPPING no a tiny bit ) ) ) )
1066,(ORDER (PIZZAORDER (STYLE with ) ) (STYLE both (DRINKTYPE and pesto ) ) )
1067,(ORDER (PIZZAORDER (STYLE for a ) (TOPPING topped ) (TOPPING with ) (TOPPING bacon and ground ) ) )
1068,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING green pepper ) (TOPPING margarita ) (NOT (TOPPING parsley ) ) ) )
1069,(ORDER (PIZZAORDER (NUMBER a ) (STYLE medium-sized ) (SIZE one ) (NUMBER tea ) (DRINKTYPE latte ) (DRINKTYPE and one ) ) (CONTAINERTYPE large ) )
1070,(ORDER (PIZZAORDER (TOPPING 9 garlic powder ) (TOPPING green pepper ) (NOT (TOPPING mushrooms ) ) ) )
1071,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING vegan pepperoni ) (QUANTITY a little bit ) ) (TOPPING black ) )
1072,(ORDER (PIZZAORDER (QUANTITY a ) (SIZE personal ) (TOPPING red ) cabbage ) )
1073,(ORDER (PIZZAORDER (TOPPING with lw fat ) (NOT (TOPPING no ) pineapple ) ) )
1074,(ORDER (PIZZAORDER (STYLE for ) (TOPPING pizzas ) (TOPPING with ) (TOPPING onions ) (DRINKTYPE and ) lemon ) )
1075,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY with ) (TOPPING a ) ) (TOPPING drizzle ) (TOPPING and ) ) (DRINKORDER (NUMBER and ) (DRINKTYPE two ) ) )
1076,(ORDER (DRINKORDER (SIZE ea ) (SIZE one ) (DRINKTYPE medium coke ) ) (DRINKORDER (NUMBER sprites ) (DRINKTYPE and three ) (DRINKTYPE lage-size ice teas ) ) )
1077,(ORDER (PIZZAORDER (TOPPING with green ) (TOPPING olives ) black ) )
1078,(ORDER (PIZZAORDER (STYLE need ) (STYLE pie with all ) ) (PIZZAORDER (NOT (TOPPING with no ) peppers ) ) )
1079,(ORDER (PIZZAORDER (SIZE nine ) (SIZE extra large ) (TOPPING pepper ) (TOPPING alfredo chicken ) ) )
1080,(ORDER (PIZZAORDER (TOPPING my ) (TOPPING a meium ) (TOPPING pizza with ) (NOT (TOPPING and no olives ) ) ) )
1081,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING with ) ) (DRINKORDER (NUMBER and ) (DRINKTYPE a ) (DRINKTYPE medium unsweetened ice ) ) )
1082,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING with onion ) (TOPPING tomato ) (TOPPING sauce ) ) )
1083,(ORDER (PIZZAORDER (STYLE xl pizza with ) ) (PIZZAORDER (NOT (STYLE 1 ) ) ) (SIZE medium (TOPPING pizza ) ) (TOPPING with ) )
1084,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (TOPPING chorizo ) (TOPPING bbq chicken ) ) )
1085,(ORDER (PIZZAORDER (TOPPING go ) ) (PIZZAORDER (TOPPING tomato sauce ) (TOPPING beef ) (TOPPING alfredo ) chicken ) )
1086,(ORDER (PIZZAORDER (NUMBER on ) (SIZE a extra ) (TOPPING with green ) (TOPPING and ) ) )
1087,(ORDER (PIZZAORDER (NUMBER a ) (CONTAINERTYPE party ) ) )
1088,(ORDER (PIZZAORDER (NUMBER a ) ) )
1089,(ORDER (PIZZAORDER (STYLE of ) (TOPPING with ) (TOPPING and ground beef ) ) )
1090,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE suffed ) (TOPPING with ) ) (PIZZAORDER (NUMBER and ) ) )
1091,(ORDER (PIZZAORDER (NUMBER for ) ) (TOPPING and ) (PIZZAORDER (TOPPING beef ) (NOT (TOPPING pesto ) (NOT (TOPPING but no ) olives ) ) ) )
1092,(ORDER (PIZZAORDER (STYLE for ) (STYLE a ) (STYLE medim-sized all the ) (STYLE door ) (TOPPING pizza ) (TOPPING with ) (TOPPING sun-dried tomatoes ) (NUMBER and ) ) (NOT (STYLE chrd ) ) )
1093,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING with ) (TOPPING and ) (NOT (TOPPING without buffalo ) ) ) )
1094,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY pizzas ) (TOPPING with ) ) (DRINKORDER one ) ) )
1095,(ORDER (PIZZAORDER (TOPPING with green ) (TOPPING and ) ) (NOT (TOPPING hold ) ) )
1096,(ORDER (PIZZAORDER (TOPPING tomatoe sauce ) (TOPPING cherry ) (NOT (TOPPING no ) bbq ) ) )
1097,(ORDER (PIZZAORDER (TOPPING ground beef ) (TOPPING jalepeno ) (NOT (TOPPING pepperoni ) ) ) )
1098,(ORDER (PIZZAORDER (STYLE xl ) ) (TOPPING pizza ) )
1099,(ORDER (PIZZAORDER (TOPPING pie ) (TOPPING with ) (TOPPING jalapenos and pine ) (NOT (TOPPING but avoid ) adding ) ) )
1100,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING is ) ) (PIZZAORDER (QUANTITY and a ) (DRINKTYPE medium ) ) )
1101,(ORDER (PIZZAORDER (NUMBER a ) (DRINKTYPE favor ) ) )
1102,(ORDER (PIZZAORDER (NUMBER need ) (STYLE 10 vggies lover ) (TOPPING pies ) (NOT (TOPPING with ) ) (NOT (TOPPING no ) ) ) )
1103,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (STYLE balsamic ) (TOPPING with ) (TOPPING more ) (NOT (TOPPING no ) (NOT (TOPPING olives ) ) ) ) )
1104,(ORDER (PIZZAORDER (STYLE a ) (STYLE new ) (TOPPING pizza ) (NOT (TOPPING but ) (NOT (TOPPING hold the ) anchovies ) ) ) )
1105,(ORDER (DRINKORDER (SIZE large ) (NUMBER one ) (SIZE medium coke ) (SIZE two ) ) (DRINKORDER (NUMBER and ) (DRINKTYPE three ) (DRINKTYPE large ice teas ) ) )
1106,(ORDER (PIZZAORDER (TOPPING pizza ) (TOPPING in ) (TOPPING along with hummus ) (NOT (TOPPING but without ) bacon ) ) )
1107,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING with ) ) (DRINKORDER (NUMBER and ) (DRINKTYPE a ) (DRINKTYPE cherry coke ) ) )
1108,(ORDER (PIZZAORDER (TOPPING with extra ) (NOT (TOPPING and no ) tuna ) ) )
1109,(ORDER (PIZZAORDER (TOPPING two ) (TOPPING xl ) (TOPPING balsamic ) (NOT (TOPPING pies without ) sun-dried ) ) )
1110,(ORDER (PIZZAORDER (TOPPING with ) (TOPPING and ) (NUMBER smoked ) ) (TOPPING salmon ) )
1111,(ORDER (PIZZAORDER (STYLE for ) (TOPPING pizza ) (TOPPING with ) (NOT (TOPPING and ) no (DRINKORDER cheddar ) ceese ) ) )
1112,(ORDER (PIZZAORDER (STYLE order ) (PIZZAORDER a ) (TOPPING with ) (TOPPING and jalepeno ) (NOT (TOPPING without ) peppers ) ) )
1113,(ORDER (PIZZAORDER (NUMBER a ) (STYLE crunchy ) (TOPPING with ) (TOPPING and green ) (DRINKTYPE pepper ) ) )
1114,(ORDER (PIZZAORDER (NUMBER a ) ) (PIZZAORDER (NUMBER i ) (STYLE need ) (TOPPING pie ) (TOPPING and put ) (TOPPING pepper ) ) )
1115,(ORDER (PIZZAORDER (NUMBER order 1 ) (TOPPING with ) canadian (NOT (TOPPING without ) any ) ) )
1116,(ORDER (PIZZAORDER (STYLE for ) (TOPPING pizza with ) ) )
1117,(ORDER (PIZZAORDER (STYLE them ) ) (PIZZAORDER (TOPPING and ) ) (NOT (TOPPING pesto ) ) )
1118,(ORDER (PIZZAORDER (TOPPING for ) ) (PIZZAORDER (NOT (STYLE banan ) ) (NOT (STYLE peppers (PIZZAORDER pie hold the ) ) (NOT (TOPPING tuna ) ) ) ) )
1119,(ORDER (DRINKORDER (QUANTITY a ) (STYLE of a ) (NUMBER fantas ) ) (DRINKTYPE fanta (DRINKTYPE and ) (DRINKTYPE three ) (DRINKTYPE pepsis ) ) )
1120,(ORDER (PIZZAORDER (NUMBER a ) (SIZE large ) (STYLE meican ) (TOPPING with ) ) )
1121,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING with ) ) (TOPPING and (QUANTITY go ) (STYLE with two ) (CONTAINERTYPE bottle ) ) (DRINKTYPE sprite ) )
1122,(ORDER (PIZZAORDER (SIZE two ) (TOPPING onions ) (TOPPING fontina cheese ) (NOT (TOPPING tuna ) ) ) )
1123,(ORDER (PIZZAORDER (NUMBER with ) (SIZE a ) (TOPPING with ) (TOPPING and spicy red ) (STYLE with ) (TOPPING doule ) (STYLE on ) the ) )
1124,(ORDER (PIZZAORDER (NUMBER a ) (SIZE extra large ) (TOPPING pesto ) (TOPPING ham ) ) (PIZZAORDER (NUMBER a ) (SIZE extra large ) (TOPPING pepperoni ) ) (PIZZAORDER (NUMBER a ) (SIZE small ) (TOPPING mushrooms ) (TOPPING green peppers ) ) )
1125,(ORDER (PIZZAORDER (TOPPING pan ) (NOT (TOPPING olives ) ) ) )
1126,(ORDER (PIZZAORDER (NUMBER have ) (SIZE a ) (TOPPING medium cherry ) (TOPPING with ) alittle (DRINKTYPE and ) (DRINKTYPE two ) (DRINKTYPE medium ice tea ) ) )
1127,(ORDER (PIZZAORDER (SIZE a ) (TOPPING that ) (TOPPING has ) (NOT (TOPPING no ) sriracha ) ) )
1128,(ORDER (PIZZAORDER (NUMBER a ) (STYLE of ) (NOT (TOPPING and ) (NOT (TOPPING for ) (NOT (TOPPING make them ) (STYLE bayleaves ) ) ) ) ) )
1129,(ORDER (PIZZAORDER (TOPPING and ) (NOT (TOPPING it red ) ) (TOPPING peppers ) (TOPPING and might ) (STYLE well ) (NOT (TOPPING go ) ) ) )
1130,(ORDER (PIZZAORDER (TOPPING pizzas ) (TOPPING with ) ) (PIZZAORDER (TOPPING and ground ) ) )
1131,(ORDER (PIZZAORDER (TOPPING okay ) ) )
1132,(ORDER (PIZZAORDER (NUMBER one ) (TOPPING garlic ) ) )
1133,(ORDER (PIZZAORDER (TOPPING eleven ) (TOPPING feta cheese ) ) )
1134,(ORDER (PIZZAORDER (NUMBER just ) (TOPPING pie and ) (TOPPING it with ) (TOPPING beans ) ) )
1135,(ORDER (PIZZAORDER (TOPPING 7 tomato ) (TOPPING cheddar cheese ) (NOT (TOPPING beef ) ) ) )
1136,(ORDER (PIZZAORDER (STYLE my ) ) (DRINKORDER (DRINKTYPE pizza ) (DRINKTYPE and ) (DRINKTYPE a ) (NOT (TOPPING two ) ) (CONTAINERTYPE liter ) (DRINKTYPE of ) doctor ) )
1137,(ORDER (PIZZAORDER (SIZE lunch ) (TOPPING along ) (TOPPING goat cheese ) ) )
1138,(ORDER (PIZZAORDER (STYLE two ) (STYLE xl new ) ) (PIZZAORDER (STYLE with ) two ) )
1139,(ORDER (PIZZAORDER (SIZE a ) (TOPPING with leeks ) (TOPPING chicken ) ) (DRINKTYPE olives (DRINKTYPE and ) (DRINKTYPE three large diet sprites ) ) )
1140,(ORDER (PIZZAORDER (STYLE fifteen ) (TOPPING with ) (TOPPING and ) ) )
1141,(ORDER (PIZZAORDER (TOPPING with ) (TOPPING prosciutto ) ) )
1142,(ORDER (PIZZAORDER (NUMBER a ) (STYLE meat lovers arugula ) (NOT (TOPPING truffle oil ) ) ) )
1143,(ORDER (PIZZAORDER (NUMBER a ) ) (PIZZAORDER (TOPPING bacon ) (NOT (TOPPING chicken ) ) ) )
1144,(ORDER (PIZZAORDER (TOPPING two ) (TOPPING jalepeno ) (TOPPING peppers and ) ) )
1145,(ORDER (PIZZAORDER (TOPPING a ) (TOPPING pizza ) (TOPPING with ) (TOPPING mint and ) ) )
1146,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING med ) (TOPPING artichokes ) (NOT (TOPPING light ) ) ) )
1147,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY order ) (TOPPING of a ) ) (NUMBER lettuce ) ) )
1148,(ORDER (PIZZAORDER (STYLE toorder ) (TOPPING pizza ) (TOPPING with ) fresh ) )
1149,(ORDER (PIZZAORDER (STYLE me ) ) )
1150,(ORDER (PIZZAORDER (NUMBER a ) (NOT (TOPPING no ) sauteed ) ) )
1151,(ORDER (PIZZAORDER (COMPLEX_TOPPING (QUANTITY order a ) (TOPPING lunch bacon cherry ) ) (TOPPING and ) (NUMBER pizza ) ) )
1152,(ORDER (PIZZAORDER (NUMBER thirteen ) (SIZE extra large ) (TOPPING pepper cherry tomatoes ) (TOPPING olives ) ) )
1153,(ORDER (DRINKORDER (DRINKTYPE six ) ) )
1154,(ORDER (PIZZAORDER (NUMBER with ) (SIZE a extra ) (TOPPING with feta ) (TOPPING and ) ) (NOT (STYLE no ) ) )
1155,(ORDER (PIZZAORDER (NUMBER a ) (STYLE xl ) ) (PIZZAORDER (TOPPING jalepeno ) ) )
1156,(ORDER (PIZZAORDER (NUMBER one ) ) (PIZZAORDER (NOT (TOPPING like ) ) (TOPPING hot peppers ) ) (DRINKORDER (NOT (TOPPING leave ) ) ) )
1157,(ORDER (PIZZAORDER (NUMBER a ) (TOPPING has spicy red sauce ) ) (PIZZAORDER (NUMBER a ) (TOPPING drizzle ) ) (NOT (TOPPING bacon ) ) )
1158,(ORDER (PIZZAORDER (SIZE a ) (SIZE large ) (TOPPING lettuce ) (COMPLEX_TOPPING (QUANTITY a little ) (TOPPING cheese ) ) (TOPPING don't put ) ) )
1159,(ORDER (PIZZAORDER (NUMBER have ) (SIZE a ) (TOPPING with ) (TOPPING and ) (NOT (TOPPING no light ) ) ) )
1160,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium ) (TOPPING gren pepper ) ) (NOT (TOPPING pesto ) ) )
1161,(ORDER (PIZZAORDER (STYLE a ) ) (TOPPING medim-sized ) )
1162,(ORDER (PIZZAORDER (NUMBER 14 ) (SIZE small ) (TOPPING salami ) (TOPPING olive ) ) )
